event_id,miss_distance,relative_speed,sigma_x,sigma_z,combined_radius,alignment_angle_rad
1,26899.0,3434.0,100.06439988543215,26963.50755993958,0.39600740458802786,-1.5696332798654684
3,23861.0,13574.0,43.664559174197905,159.37677018768187,0.4068498699163799,-1.5641958391694497
5,329.0,2001.0,3.9397802841412464,11.975204441634105,0.652253016529982,1.6090350023562991
6,10905.0,10027.0,12.8166560008247,90.08820666438251,1.318108885774419,1.5578414657321364
7,31985.0,12410.0,56.267883767363976,755.9350721511848,1.0229719099879642,1.5923491662191538
8,4643.0,12218.0,169.34064922925631,584.9573902575477,1.3331511454080172,-1.5029158260896673
9,29824.0,14072.0,74.95432359240955,4619.064060653924,0.43220233830959787,1.5672472617941862
10,35715.0,10813.0,2.9924985793715257,19.33555244293531,1.2389563786187434,-1.5962178802415585
11,42488.0,192.0,30.568442096012504,8926.981697642317,1.7353817713345605,1.5700896119529264
13,1736.0,15017.0,21.975270889259946,27.41573990988391,0.4016771804419582,-3.132472462285167
15,675.0,14927.0,20.202612859549046,30.722384367388383,1.017607277584465,2.261225484042004
17,299.0,11926.0,15.819337775638349,82.99122250894857,1.2534835630051189,-2.5700639037530544
20,9009.0,7364.0,30.090322169216037,216.3515358511075,1.0525227599867886,-1.5631228034119624
21,380.0,14713.0,19.26947630200711,41.24764842295616,1.2843385382781063,2.5148924388603264
23,24269.0,10724.0,79.78671338477292,12526.202950184183,0.980588260307812,1.574670049510323
26,47715.0,8252.0,187.8818294937126,27791.394032500262,0.9390071033327154,-1.5744298931418808
28,206.0,5344.0,4.0953286802080076,38.24783113374555,0.5821589104923055,1.863854816619351
29,28470.0,11741.0,19.85068786382578,63.79730611251176,0.5210445557135083,-1.5743195922561317
31,414.0,12862.0,433.6472094373293,14306.300496515034,0.4206104786103741,-0.8698312193817245
32,12363.0,13188.0,34.64567481726476,1043.129750594625,1.3167750727398468,1.6016803654239093
34,17299.0,12298.0,33.63735367216291,2867.9844291638506,0.9625105267003038,1.57636170432709
35,18758.0,13888.0,9.94182803354901,34.9733580406444,1.0962553190210085,1.5698832885944747
36,1695.0,14497.0,184.90559031046212,207.0214086225697,1.1170213898057395,0.39632759260920625
37,2687.0,11172.0,22.14341367723446,139.4946635285587,2.4219738297571687,-1.5417515815807679
38,15171.0,7902.0,63.45868784956425,7523.943525950479,1.0992972683098934,-1.5354890595514423
40,1907.0,13688.0,8.248605146205177,23.71154317952995,1.2348552575389125,1.6226116550843708
41,8819.0,11467.0,10.011675122060845,34.85246481472693,1.124541974023248,-1.5595162826511866
42,1028.0,14910.0,8.588213671720155,9.96206346855174,0.9589525249101423,-0.1622201980423424
43,2194.0,14388.0,22.26486938241718,22.515200437217825,0.420287424718794,-1.4487207252278627
46,6128.0,12470.0,22.942424570338407,74.46511686830422,0.43525036989549754,1.5698118538074002
48,29726.0,15191.0,1518.0308961024368,18185.57138167715,0.9202806430955885,-1.5937243611087268
49,8405.0,4012.0,7.78567469181929,57.234041278460865,1.3228374526330229,1.5671012817664207
50,4509.0,14604.0,32.82714661047946,83.76485899080102,1.1829692039363016,1.5530541961507507
52,8939.0,2138.0,131.0049620579976,11306.919120652703,1.2011058260111258,-1.5660870118764267
54,13830.0,14415.0,57.84905196550653,232.2075891819689,0.9523956059922508,-1.5189618251020376
55,46131.0,12874.0,63781363.00000016,63781363.000004806,1.0614331826118257,-1.5777000063246305
57,35591.0,14584.0,573.531292372067,1552.1442024052494,1.3585682885362886,1.575521460307176
63,8065.0,12358.0,14.798581866309714,143.83784904136033,1.2715646232994793,-1.5922854546858598
64,19943.0,6222.0,50.16978887534176,417.8991166393756,2.3616510964055517,-1.535781822449543
67,9877.0,2059.0,480.2753484306529,846.250792432844,1.523800183991645,-1.5158800787134958
68,19498.0,5114.0,96.00082173966233,506.21189395007076,0.9184954119498084,1.5583184048784056
69,16153.0,5277.0,199.30437293420215,371.49520832149284,1.1141029260191515,-1.552442040188291
71,7856.0,11007.0,12.322213611587772,39.44169638336462,0.38344537365279635,-1.5664375019922703
72,10970.0,10704.0,4.968426499185115,24.16799247371816,1.646137701374287,-1.5384808753687629
73,32963.0,11864.0,29.605423770778867,685.9527334956517,0.4122735912222135,-1.5563438498237483
74,10403.0,13777.0,22.84958819610069,131.0222140165555,0.4434639806297229,-1.5668451989218375
75,5111.0,14626.0,54.48537390008396,69.80373725760921,1.3582397535884212,-3.1326055706793707
76,9251.0,14723.0,9.528958970299694,47.05874424268609,1.023286120439998,-1.6336506042522734
77,19299.0,14602.0,294.64710681397054,374.99037486920724,1.1103831080122688,1.496601899309026
78,13957.0,12684.0,26.633568010910057,117.61292233533335,0.4371514694997214,-1.5749077073292834
79,5603.0,3018.0,41.013963655703456,531.3404746614324,1.339272018161266,1.5952056884818853
80,24901.0,14891.0,473.1377656270837,20061.01691175941,0.9597250701058381,-1.5878517028629884
83,42850.0,12787.0,148.38975184367936,25518.85687408049,1.0255549057242432,1.5768035557234543
85,42296.0,11142.0,84.07785437093857,231.23046907217238,0.9547976650475903,1.5754771998226738
86,51194.0,9198.0,354.07708982227774,42873.54658956629,0.9642795947439545,-1.59528612998953
87,20210.0,6393.0,5.312318071885618,41.481655395531455,1.0337926534066155,1.48253186792209
88,1491.0,14995.0,11.778785382214629,12.105277886035351,1.4193103810296024,-1.3170259944747422
90,2705.0,14823.0,38.25219755897195,52.85225540587043,1.0317325819818675,1.8180525614835072
91,2386.0,7010.0,5.288776731422092,98.98038140824379,1.0582400586184777,1.424158146339372
92,38487.0,14778.0,30.252509375938818,342.76642165852314,0.9723821755169745,-1.6015501952168845
94,37759.0,2752.0,167.0405039053166,709604.9883104797,0.9096123974738372,1.5988778309275518
95,8452.0,14840.0,192.76573018006863,7425.5982277002095,0.4571885033761337,1.632407795811846
97,12209.0,14847.0,78.3096519845452,91.85566483591411,1.5365534369071034,1.5780501632608759
98,4489.0,14396.0,27.425718542470648,96.53388999214825,1.541544030218284,1.4587854390486712
99,4996.0,14460.0,25.825906589779105,326.92401323293655,1.0026866938349965,1.6023784694468786
100,22102.0,13273.0,63781363.00000029,63781363.00011119,1.0136044120342464,1.5870121906173402
101,38577.0,7099.0,42.22705378405578,243.68105193923765,1.2529841715932972,-1.5624733278549061
104,9744.0,15438.0,1754.651608300204,13619.475174706065,1.002419005160267,1.7317117805321056
105,22210.0,3794.0,14.444716650282928,211.69534824168124,1.7668950854967327,1.5994777705024736
106,60813.0,12187.0,696.4732549921554,28295.830138931273,1.8727411074723483,1.5752761373959348
107,30769.0,11406.0,26.23018756166075,171.88928796852048,0.9889671974386516,1.5596843814827355
108,11717.0,3849.0,8.34183058007089,330.51581411058334,1.8087532333352487,-1.6361498397189267
110,3114.0,3626.0,32.552312313169686,255.69247821832943,1.111995180171662,-1.5783237807472215
111,15136.0,13994.0,9.806209468434442,18.02665932420976,1.042034959998052,-1.558668103152527
112,1499.0,15120.0,236.64808357968025,3999.850879959713,0.9313399320501342,0.025479009814532997
113,3857.0,94.0,56.83588313267912,159.60106651628234,1.28942888973137,1.5637182758572494
114,30022.0,13877.0,166.02346308310095,294.14288344395186,1.1946996358061552,1.5438508998007214
117,21909.0,14050.0,29.487011115228174,555.9482834368226,1.8855475312807841,-1.5699142944113456
118,46122.0,193.0,23.622192928117364,3975.2728536160635,1.7340000719230995,1.570742556329809
120,1202.0,14607.0,19.984558092526424,30.897091598253137,1.2195573517815823,1.4234179712603068
121,10567.0,7877.0,13.345402907325598,121.6960770015118,1.2972269098034654,1.573335585513988
122,5160.0,15024.0,31.0887892427409,122.79371705440786,0.9807777629826248,1.8430074440634638
124,50582.0,15209.0,63781363.000000045,63781363.00000005,1.6044024141576885,0.033944103249547615
125,1881.0,14790.0,34.31261814129005,73.25134345770856,1.1119374947841092,0.6773022544320426
126,42465.0,6723.0,74.77119884891935,30360.93671984801,0.9537433581424251,1.5703954066174597
127,1964.0,11687.0,3.8848179109578003,19.560733029581204,2.2449421170720445,-2.8440711182995084
128,50417.0,14901.0,490.16570186166217,20281.046245765076,0.9755163973912143,-1.5716101390445587
129,8030.0,14735.0,159.43419628921276,395.419198561775,1.2838956070156717,1.551328247631146
132,50053.0,13904.0,8.173393532772684,74.72314125663596,2.805076638177397,1.5558370234980847
133,49428.0,10821.0,2.6556748643812833,16.444561371101006,1.2389563786187434,1.5810238015868756
134,2415.0,14230.0,28.296957777069245,73.25948920597321,1.0647109208661718,-1.5442424942350372
135,61238.0,198.0,63781360.91367141,63781360.91369952,1.7362497559147712,1.5714734589166042
137,43538.0,192.0,5.463170038335576,76.88710362122418,1.7336328859840298,1.570453693413974
138,19643.0,15036.0,4.826421853333069,7.147232781478988,1.2759349657503145,1.45806720493779
139,26711.0,15277.0,8.289071376504008,33.9495632646142,2.4331727432180172,-1.51946121070832
143,6317.0,11257.0,15.81619242552181,230.66055418044314,1.052333015926784,-1.5878038703204702
145,10777.0,15209.0,4.678135675611493,6.330515162792038,2.208101841751349,-0.17007945672187202
146,17890.0,3579.0,72.80380709584601,483.21911278282187,1.0961882169151373,-1.4847407804714456
147,18199.0,8133.0,28.14094387149673,156.7944488487162,1.050678534310187,-1.5625299726144444
149,6087.0,13890.0,21.196798409523026,69.18403455212554,1.2907109598191342,1.5903343193986212
151,42360.0,11827.0,564573.065331174,3869116.5049950206,1.217644265972697,1.5115835413926668
152,3703.0,13491.0,56.68154348272437,260.8658008243583,2.247095777770106,-1.487596727649865
153,2046.0,14649.0,34.88347383165719,133.922318834946,1.355732870336266,-1.6881266450260517
154,13754.0,8950.0,114.92206334762143,9162.80339576462,1.2969087304191462,-1.5327459059809827
155,9946.0,15071.0,4080.5076960959636,611267.5013582489,0.889199979859543,1.5662522761660604
156,14188.0,11104.0,48.056293196920414,2325.8280749930486,0.43014775749022494,-1.576578966373751
158,15491.0,10638.0,4.784659500366329,23.015022303788438,1.646137701374287,1.5653483192540139
160,8443.0,14844.0,188.26820797004385,252.55890566686767,1.316068644590504,1.4671074346598483
161,47283.0,5656.0,294.17229045969304,3789.6473904152463,1.416436920709105,1.5801431025577832
163,10755.0,14870.0,65.5161315751261,376.4212577326629,0.3938919230013719,1.5300003382662564
164,2521.0,11769.0,445.5892141725148,2319.141410360323,0.42658388828400406,-1.4404754244361666
167,58079.0,12937.0,1087.1709238514293,242148.06075447274,0.9119749222966486,-1.5867812649907753
169,21093.0,6094.0,18.148997912797842,170.33396285045941,1.3123318278537426,-1.5641287613261332
170,969.0,5644.0,14.612932689904522,84.90964787070801,0.39590346775258367,1.065637422427436
173,164.0,10472.0,12.752482620325052,165.3131417297542,0.18591400870742086,-0.6957401022996879
174,21066.0,12661.0,353.45830289632494,540.6813827345292,0.4369144156079561,0.004795840179608686
176,21849.0,4677.0,14.942724919509136,159.7947113915459,1.4671954258603346,1.5659570350615404
177,28083.0,7109.0,177.65720698426566,100661.14140295515,0.9672919102053525,-1.6034820059569126
178,18013.0,9228.0,50.30568162945057,2080.768587701198,1.1044870980548267,-1.5117037543692484
180,46438.0,6613.0,3.2439244484210774,21.078496158817565,1.0503319955258816,-1.541628597030202
181,33881.0,4681.0,90.08764028601216,11783.195630209271,1.4820691610036283,1.561825235691755
183,52857.0,14179.0,63781363.0000694,63781363.08286733,1.913978589230169,1.5963408976992928
184,54942.0,14010.0,64.03836800018,3178.1723665612453,0.9666720186278006,1.5656089020270767
185,12996.0,13696.0,34.68160425262798,160.6107887423715,0.4330262887076769,1.5433125217224497
186,26043.0,14568.0,38.19745093665441,94.43801369421595,1.2868965646517037,1.5875172023292001
188,36405.0,10299.0,109.05660023053493,267.8890966494933,1.2684462395437746,-1.5546608381125389
190,33180.0,7856.0,68.3847232701866,10855.878641533325,0.9862315609168327,-1.5741688753143859
191,46428.0,193.0,21.246051246201063,3144.6442734670118,1.7340000719230995,1.5705593934648898
192,4091.0,11415.0,16.63899510965848,64.36165007541581,2.324831250457922,1.583425715779427
193,42680.0,192.0,24.5387562610847,5135.236669120382,1.7353817713345605,1.5698419172450546
195,624.0,13567.0,14.986742520278243,29.074171287565353,0.4033777210154868,-1.6460321451407918
196,15957.0,13340.0,14.97776324008151,35.81034101835653,1.0955684998372512,-1.6578639965381146
197,3492.0,9028.0,301.30299285099323,5062.933686179225,1.102787714161173,1.7070096108495956
