event_id,sigma_x_first,sigma_z_first,sigma_x_last,sigma_z_last
1,65.83288627384267,75521.43745723226,100.06439988543215,26963.50755993958
3,114.94667647873129,9298.156223684888,43.664559174197905,159.37677018768187
5,12.225059884131161,825.8426700106062,3.9397802841412464,11.975204441634105
6,23.140649873928968,2815.465478108783,12.8166560008247,90.08820666438251
7,199.37532857363868,18248.765340184007,56.267883767363976,755.9350721511848
8,409.24610720495707,3500.3117589223334,169.34064922925631,584.9573902575477
9,75.06453247132463,4634.097051772053,74.95432359240955,4619.064060653924
10,63781363.00000019,63781363.000293694,2.9924985793715257,19.33555244293531
11,51.36512020695231,26374.60976533269,30.568442096012504,8926.981697642317
13,76.19685522382301,526.4277124587267,21.975270889259946,27.41573990988391
15,125.57758023446068,3137.018158703835,20.202612859549046,30.722384367388383
17,75.88260888294683,1364.9359814811567,15.819337775638349,82.99122250894857
20,50.38189335072518,5544.018979975655,30.090322169216037,216.3515358511075
21,27.776942619234436,729.4433698550822,19.26947630200711,41.24764842295616
23,416.2944106318119,11030.584959818983,79.78671338477292,12526.202950184183
26,191.1605380652493,26926.546298628666,187.8818294937126,27791.394032500262
28,13.583087302479994,191.03067922581658,4.0953286802080076,38.24783113374555
29,54.81773181157808,20726.753279029825,19.85068786382578,63.79730611251176
31,434.4828969481899,14267.322059161746,433.6472094373293,14306.300496515034
32,55.389723873757326,1329.462806708343,34.64567481726476,1043.129750594625
34,206.89914902958253,23696.88931047111,33.63735367216291,2867.9844291638506
35,54.736282052008995,3338.046376962259,9.94182803354901,34.9733580406444
36,184.0163679675762,206.7568135350549,184.90559031046212,207.0214086225697
37,175.98578462386124,3724.2506273881763,22.14341367723446,139.4946635285587
38,121.6320300447855,26062.89154048459,63.45868784956425,7523.943525950479
40,20.254959402552593,1277.818846761483,8.248605146205177,23.71154317952995
41,34.34025306257646,6049.677999436263,10.011675122060845,34.85246481472693
42,24.531251517995408,1545.287159236537,8.588213671720155,9.96206346855174
43,45.32022036413463,2237.6399661351443,22.26486938241718,22.515200437217825
46,26.740589818420077,1645.2026331335198,22.942424570338407,74.46511686830422
48,2355.952326574079,25878.96703236364,1518.0308961024368,18185.57138167715
49,21.07797870834098,1772.8561485453977,7.78567469181929,57.234041278460865
50,37.68527344256242,113.23008102234094,32.82714661047946,83.76485899080102
52,187.10404055857956,13526.786092068685,131.0049620579976,11306.919120652703
54,267.079613997828,3534.8193723192676,57.84905196550653,232.2075891819689
55,63781363.00000029,63781363.00026263,63781363.00000016,63781363.000004806
57,370.25080373004306,14004.29916468641,573.531292372067,1552.1442024052494
63,35.47208168289022,2200.95707278357,14.798581866309714,143.83784904136033
64,1616.6691462678646,13261.507456000705,50.16978887534176,417.8991166393756
67,150.14771599931092,7854.595414304943,480.2753484306529,846.250792432844
68,73.08574100909217,77238.25579193197,96.00082173966233,506.21189395007076
69,118.13111373526549,15728.449259794252,199.30437293420215,371.49520832149284
71,43.932922542863096,9346.726487002916,12.322213611587772,39.44169638336462
72,63781360.9136715,63781360.914825976,4.968426499185115,24.16799247371816
73,670.0993883425974,6742.023942707287,29.605423770778867,685.9527334956517
74,31.054546925502777,3021.367880862964,22.84958819610069,131.0222140165555
75,112.40199801359545,3377.2561459711133,54.48537390008396,69.80373725760921
76,91.8917911765234,1450.9215867155697,9.528958970299694,47.05874424268609
77,388.73728271329884,3200.336343524208,294.64710681397054,374.99037486920724
78,48.00126699750388,5548.799883946203,26.633568010910057,117.61292233533335
79,32.78153337392002,1790.6246660847073,41.013963655703456,531.3404746614324
80,471.9033860492545,19702.58324309737,473.1377656270837,20061.01691175941
83,160.44785952447782,28546.333372787656,148.38975184367936,25518.85687408049
85,199.73777915641256,20570.733697534783,84.07785437093857,231.23046907217238
86,308.2446207827541,34502.238117353314,354.07708982227774,42873.54658956629
87,63781360.9136715,63781360.952016376,5.312318071885618,41.481655395531455
88,21.806654139320198,173.86852013241702,11.778785382214629,12.105277886035351
90,151.9172576409161,1493.6779447252761,38.25219755897195,52.85225540587043
91,63781360.91367232,63781360.96193857,5.288776731422092,98.98038140824379
92,425.03154002102286,25635.23827132846,30.252509375938818,342.76642165852314
94,243.30581290127688,696375.877217228,167.0405039053166,709604.9883104797
95,333.4605801816566,33235.64063949899,192.76573018006863,7425.5982277002095
97,125.68754337874982,491.0839658006561,78.3096519845452,91.85566483591411
98,98.21736732844376,1354.7389454230736,27.425718542470648,96.53388999214825
99,68.42908697748761,1454.0571168142396,25.825906589779105,326.92401323293655
